prompt,price,firstl,midl,lastl
" This House has an area of 3000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2961000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.05712891  0.07373047 ...  0.13476562 -0.06542969
  -0.0168457 ]]","[[ 4.125      -0.28710938  2.0625     ...  2.734375    1.0859375
   0.06738281]]"
" This House has an area of 5850 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2940000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12207031  0.02807617  0.0625     ...  0.12695312 -0.08691406
  -0.02783203]]","[[ 3.921875   -0.91015625  2.09375    ...  2.078125    0.59765625
   0.1953125 ]]"
" This House has an area of 4960 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.04541016  0.046875   ...  0.11669922 -0.06738281
  -0.01916504]]","[[ 4.09375    -0.59375     1.953125   ...  2.375       0.97265625
   0.00610352]]"
" This House has an area of 3600 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2940000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.07568359  0.03076172 ...  0.12597656 -0.05664062
  -0.01623535]]",[[4.40625    0.30664062 2.140625   ... 2.40625    0.875      0.08789062]]
" This House has an area of 3660 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1484375   0.078125    0.04150391 ...  0.10351562 -0.04980469
  -0.01428223]]","[[ 4.28125    -0.28320312  1.8828125  ...  2.484375    1.109375
  -0.203125  ]]"
" This House has an area of 3480 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2940000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15234375  0.08300781  0.05566406 ...  0.10449219 -0.046875
  -0.01220703]]","[[ 4.25       -0.34570312  2.015625   ...  2.4375      1.0546875
  -0.16699219]]"
" This House has an area of 2700 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15820312  0.06640625  0.04541016 ...  0.12304688 -0.05322266
  -0.01318359]]","[[ 4.40625    -0.19042969  2.40625    ...  2.53125     0.94140625
  -0.13867188]]"
" This House has an area of 3150 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1484375   0.07666016  0.04003906 ...  0.10839844 -0.05371094
  -0.01489258]]","[[ 4.28125    -0.16015625  2.015625   ...  2.46875     1.078125
  -0.09814453]]"
" This House has an area of 6615 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13476562  0.04980469  0.07080078 ...  0.11816406 -0.05981445
  -0.02758789]]",[[ 4.03125   -0.859375   1.8046875 ...  2.578125   1.25      -0.1328125]]
" This House has an area of 3040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2870000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15136719  0.06738281  0.04321289 ...  0.11230469 -0.05371094
  -0.01318359]]",[[ 4.15625   -0.375      2.03125   ...  2.484375   1.2109375 -0.203125 ]]
" This House has an area of 3630 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2870000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.04931641  0.05224609 ...  0.11767578 -0.06689453
  -0.02526855]]","[[ 4.15625    -0.5625      1.9296875  ...  2.421875    1.078125
   0.01831055]]"
" This House has an area of 6000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2870000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.05053711  0.06396484 ...  0.12988281 -0.06347656
  -0.01477051]]","[[ 4.09375    -0.39453125  2.21875    ...  2.546875    1.0234375
   0.1171875 ]]"
" This House has an area of 5400 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2870000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.0534668   0.05200195 ...  0.12304688 -0.07226562
  -0.02392578]]","[[ 4.125      -0.27929688  2.0625     ...  2.4375      0.89453125
   0.07421875]]"
" This House has an area of 5200 sqft. It has 4 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2852500,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.05444336  0.05493164 ...  0.13574219 -0.07324219
  -0.03149414]]","[[ 4.15625    -0.265625    2.         ...  2.515625    0.90625
   0.03710938]]"
" This House has an area of 3300 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2835000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15039062  0.08154297  0.05566406 ...  0.10888672 -0.05224609
  -0.00854492]]","[[ 4.3125     -0.12988281  2.171875   ...  2.4375      0.953125
  -0.0625    ]]"
" This House has an area of 4350 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",2835000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.140625    0.06933594  0.01757812 ...  0.10253906 -0.06591797
  -0.00891113]]",[[4.65625    0.5703125  2.359375   ... 1.7734375  0.5859375  0.23339844]]
" This House has an area of 2640 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2835000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15429688  0.07421875  0.03466797 ...  0.10742188 -0.06201172
  -0.00402832]]","[[ 4.59375    -0.04541016  2.40625    ...  2.234375    0.66796875
  -0.11962891]]"
" This House has an area of 2650 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2800000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12792969  0.02880859  0.06347656 ...  0.12695312 -0.08740234
  -0.02612305]]","[[ 3.96875    -0.74609375  2.046875   ...  2.109375    0.625
   0.17675781]]"
" This House has an area of 3960 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2800000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14746094  0.05419922  0.04589844 ...  0.12402344 -0.06640625
  -0.0213623 ]]","[[ 4.1875     -0.41210938  2.21875    ...  2.296875    0.70703125
   0.04980469]]"
" This House has an area of 6800 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2730000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.04467773  0.04882812 ...  0.12695312 -0.07080078
  -0.02282715]]","[[ 4.125      -0.44726562  2.125      ...  2.34375     0.87890625
   0.05566406]]"
" This House has an area of 4000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2730000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12792969  0.05322266  0.05029297 ...  0.15917969 -0.08105469
  -0.02526855]]",[[4.09375    0.17578125 2.1875     ... 2.546875   0.69921875 0.22460938]]
" This House has an area of 4000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2695000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.05053711  0.0480957  ...  0.13964844 -0.078125
  -0.01611328]]","[[ 4.03125    -0.00921631  2.28125    ...  2.453125    0.80859375
   0.19433594]]"
" This House has an area of 3934 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.05078125  0.04858398 ...  0.11328125 -0.06738281
  -0.02185059]]","[[ 4.15625    -0.55078125  1.875      ...  2.390625    1.0859375
   0.03051758]]"
" This House has an area of 2000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.05273438  0.07324219 ...  0.13085938 -0.06445312
  -0.01782227]]","[[ 4.0625     -0.28320312  2.140625   ...  2.609375    1.0703125
   0.02453613]]"
" This House has an area of 3630 sqft. It has 3 bedrooms and 3 bathrooms along with a guest room. It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15820312  0.08886719  0.04101562 ...  0.08251953 -0.04980469
  -0.0078125 ]]","[[ 4.46875    -0.21875     1.9140625  ...  2.140625    0.92578125
   0.12988281]]"
" This House has an area of 2800 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.05029297  0.0546875  ...  0.1328125  -0.07275391
  -0.02490234]]","[[ 4.09375    -0.27734375  2.09375    ...  2.4375      0.98046875
   0.08642578]]"
" This House has an area of 2430 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15136719  0.07714844  0.03857422 ...  0.09716797 -0.05737305
  -0.00585938]]","[[ 4.21875    -0.24023438  2.1875     ...  2.28125     1.0703125
  -0.24121094]]"
" This House has an area of 3480 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2660000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12792969  0.04907227  0.06689453 ...  0.12207031 -0.0625
  -0.02087402]]","[[ 4.125      -0.6171875   2.015625   ...  2.40625     0.97265625
  -0.05493164]]"
" This House has an area of 4000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.0559082   0.06542969 ...  0.13574219 -0.06542969
  -0.01318359]]","[[ 4.09375    -0.3203125   2.140625   ...  2.578125    1.0625
   0.04907227]]"
" This House has an area of 3185 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",2653000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.05322266  0.0480957  ...  0.11083984 -0.06030273
  -0.01281738]]","[[ 4.0625     -0.52734375  2.09375    ...  2.296875    1.1015625
   0.012146  ]]"
" This House has an area of 4000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",2653000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.06787109  0.04443359 ...  0.12988281 -0.0703125
  -0.00244141]]",[[4.125      0.09082031 2.25       ... 2.46875    0.796875   0.25390625]]
" This House has an area of 2910 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2604000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14550781  0.07373047  0.04101562 ...  0.10546875 -0.04589844
  -0.01635742]]","[[ 4.15625    -0.42382812  1.8828125  ...  2.515625    1.2265625
  -0.23925781]]"
